3226,516,5568,Pickup,1
3231,523,5571,Coupe,1
3232,523,5571,wagon,1
3237,536,5572,Sedan,1
3238,539,5573,Sedan,1
3239,539,5573,Hatchback,1
3244,542,5576,TS targa,1
3245,542,5576,TB Coupe,1
3247,543,5577,Modena Coupe,1
3248,543,5577,Spider roadster,1
3250,547,9063,Italia Coupe 2-doors,1
3251,547,9063,Spider cabriolet,1
3252,551,5579,Maranello Coupe,1
3254,552,5580,M Maranello Coupe,1
3255,552,5580,Superamerica cabriolet,1
3256,553,5581,GTB Fiorano Coupe 2-doors,1
3257,553,5581,GTO Coupe 2-doors,1
3258,558,5582,Berlinetta Coupe,1
3259,558,5582,GTS targa,1
3260,558,5582,Spider cabriolet,1
3261,560,5583,Scuderia Coupe 2-doors,1
3262,560,5583,Coupe 2-doors,1
3263,561,5584,Coupe,1
3265,564,5585,Cabriolet,1
3266,564,5585,Coupe,1
3280,574,546,Hatchback 3-doors 500,1
3281,574,546,Hatchback,1
3282,582,548,Hatchback,1
3284,586,552,Minivan 4-doors,1
3287,588,556,Kombi minivan 5-doors,1
3288,592,5592,Sedan,1
3289,592,5592,wagon,1
3295,596,566,Hatchback 5-doors,1
3296,596,566,Hatchback 3-doors,1
3300,603,5595,wagon,1
3301,603,5595,Hatchback 5-doors,1
3302,603,5595,Hatchback 3-doors,1
3303,605,5596,Sedan,1
3304,605,5596,wagon,1
3305,606,6951,Hatchback 5-doors,1
3306,606,6951,Hatchback 3-doors,1
3307,607,578,Minivan,1
3310,614,582,SUV,1
3311,615,587,Minivan,1
3316,620,593,Sedan,1
3317,624,596,Crossover,1
3319,626,601,Sedan,1
3320,626,601,Hatchback 5-doors,1
3321,626,601,wagon,1
3322,626,602,wagon,1
3323,626,601,Cabriolet,1
3325,629,609,SUV,1
3326,630,612,SUV 5-doors,1
3330,633,621,Hatchback,1
3331,634,624,Sedan,1
3332,634,624,Hatchback 5-doors,1
3333,634,624,Hatchback 3-doors,1
3335,637,633,Sedan,1
3336,637,633,Hatchback 5-doors,1
3337,637,633,wagon 5-doors,1
3338,640,641,Sedan,1
3339,642,643,Minivan,1
3343,647,651,Hatchback,1
3344,648,653,Crossover,1
3345,651,9326,Crossover,1
3347,653,662,Coupe,1
3349,655,670,Coupe,1
3352,658,674,Rap Cab pickup 2-doors,1
3353,658,674,Single Cab pickup 2-doors,1
3354,659,678,Minivan,1
3355,660,681,Turnier wagon,1
3356,660,9047,Turnier wagon,1
3357,661,682,Sedan,1
3358,661,682,Hatchback 5-doors,1
3359,661,682,Hatchback 3-doors,1
3360,661,682,wagon,1
3361,19066,684,Pickup,1
3363,664,689,Sedan,1
3364,666,9330,Coupe,1
3365,666,5600,Sedan,1
3366,667,696,Cabriolet,1
3369,676,700,Atu Sedan,1
3370,682,7206,Crossover,1
3371,680,9336,Sedan,1
3372,688,704,Sedan 4-doors,1
3377,690,5604,Hatchback,1
3378,691,708,Sedan,1
3381,694,5605,SUV,1
3385,697,712,Crossover,1
3386,698,5607,SUV 3-doors,1
3387,698,5607,SUV 5-doors,1
3389,700,717,Minivan,1
3394,702,722,Pickup,1
3396,708,726,SUV,1
3402,731,5609,Sedan,1
3403,731,5609,Hatchback,1
3404,736,5610,Sedan,1
3405,736,5610,wagon,1
3406,737,5611,Sedan,1
3407,737,5611,Hatchback,1
